"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr11",10394959,10394959,"+",0,0,24.5724461587461
"chr11",10482612,10482612,"+",6.26165785888588e-14,2.3853892994189e-11,-17.3040501165501
"chr11",10525454,10525454,"+",2.29393115613874e-09,3.75404802913481e-07,-17.0105269508038
"chr11",10525479,10525479,"+",8.70504113237303e-10,1.56755370053718e-07,-15.5321565687544
"chr11",10530844,10530844,"+",0,0,-38.4000502677205
"chr11",10530868,10530868,"+",0,0,-38.675517622886
"chr11",10530917,10530917,"+",0,0,-46.6067392104295
"chr11",10530921,10530921,"+",0,0,-43.3186414311641
"chr11",10530930,10530930,"+",0,0,-36.0434236696779
"chr11",10530932,10530932,"+",0,0,-38.821325648415
"chr11",10735326,10735326,"+",2.9543701186574e-06,0.000210725564479485,-17.7030319264276
"chr11",10871548,10871548,"+",0,0,-19.9952617796956
"chr11",11138630,11138630,"+",1.29683223148991e-06,0.000103436737971644,16.6185699235033
"chr11",11326303,11326303,"+",0,0,19.4509834528336
"chr11",11444612,11444612,"+",0,0,-17.3965074286822
"chr11",11515529,11515529,"+",0,0,-22.5924420967087
"chr11",11575456,11575456,"+",0,0,23.5083921008103
"chr11",12115630,12115630,"+",0,0,15.09990633107
"chr11",12136311,12136311,"+",0,0,16.708624225883
"chr11",12306794,12306794,"+",2.0090243912918e-09,3.33590115204551e-07,-18.0220988950552
"chr11",12940195,12940195,"+",0,0,-18.4371184371184
"chr11",14037542,14037542,"+",3.77475828372553e-15,1.70414807956964e-12,17.9561546180756
"chr11",14044088,14044088,"+",1.87627691161651e-14,7.67292080167421e-12,15.0520562207184
"chr11",16175759,16175759,"+",1.9568121945035e-07,1.98035568531609e-05,-17.8914566181484
"chr11",16217413,16217413,"+",0,0,23.1444587431702
"chr11",16802764,16802764,"+",7.62015479838229e-05,0.00329193426976193,-15.0541125541126
"chr11",16826436,16826436,"+",5.41788836017076e-14,2.08279901428008e-11,-15.466826873671
"chr11",16939724,16939724,"+",9.50653999964857e-11,2.09067437463547e-08,-15.0112801527159
"chr11",17445026,17445026,"+",1.65756297576536e-13,5.91360532965946e-11,-22.3212745356923
"chr11",18287749,18287749,"+",0,0,-28.2603206767341
"chr11",19238235,19238235,"+",0,0,22.3843753408341
"chr11",19264393,19264393,"+",8.71969005888928e-08,9.70607359848714e-06,-15.3903567696671
"chr11",19298660,19298660,"+",1.26466059846564e-10,2.71124882345922e-08,-16.5922411041867
"chr11",19298668,19298668,"+",5.41743316873067e-11,1.24977287040942e-08,-18.1927632435247
"chr11",19812749,19812749,"+",1.64161095828064e-09,2.77919930729316e-07,19.0261517851942
"chr11",19822986,19822986,"+",5.83921799801601e-12,1.62239219574562e-09,18.6789799900524
"chr11",20003015,20003015,"+",2.06876804575984e-09,3.4233630685785e-07,-25.2149877149877
"chr11",20405135,20405135,"+",0,0,-25.3308368609573
"chr11",22043239,22043239,"+",7.21644966006352e-15,3.1412616914717e-12,-27.7038530957026
"chr11",23309749,23309749,"+",0,0,-21.0797234912814
"chr11",24248274,24248274,"+",0,0,-18.2497230755176
"chr11",27224020,27224020,"+",0,0,22.8342394539466
"chr11",27380162,27380162,"+",5.00754747667642e-07,4.51218842896413e-05,-16.2024017633199
"chr11",27442973,27442973,"+",0,0,-16.763811408041
"chr11",27956043,27956043,"+",0,0,-33.3414523945497
"chr11",28016620,28016620,"+",0,0,25.5033835678997
"chr11",28041174,28041174,"+",0,0,26.6302306872463
"chr11",28071009,28071009,"+",1.28051358805337e-06,0.000102355567577919,-17.3832253269226
"chr11",28399977,28399977,"+",2.22044604925031e-14,8.99553995425255e-12,-26.0986700986701
"chr11",28841610,28841610,"+",0,0,15.553190815811
"chr11",28882781,28882781,"+",0,0,15.4459135783414
"chr11",31800873,31800873,"+",0,0,21.9314275796946
"chr11",32005723,32005723,"+",2.37094590627152e-08,3.05898855148419e-06,23.7694907552046
"chr11",32407451,32407451,"+",0,0,24.0656346673063
"chr11",32426704,32426704,"+",0,0,27.3079137353759
"chr11",32426921,32426921,"+",0.000239230469263552,0.00834883290448696,17.3657820716644
"chr11",32505948,32505948,"+",0,0,17.5464759704246
"chr11",33079630,33079630,"+",4.20086188057667e-12,1.19718290646359e-09,-17.1801412872841
"chr11",33452720,33452720,"+",3.07905922980467e-11,7.45921555080129e-09,17.6856094097474
"chr11",33680248,33680248,"+",2.86992651865603e-13,9.85990060169572e-11,-21.9727231594596
"chr11",33680371,33680371,"+",0,0,-20.3336876348762
"chr11",33754357,33754357,"+",3.41404682302482e-12,9.90144394596348e-10,-17.0743173176633
"chr11",34156826,34156826,"+",1.62568135841923e-07,1.68485902357133e-05,-15.5989817310572
"chr11",34156835,34156835,"+",1.01348614389707e-07,1.10705252063833e-05,-16.7806795253914
"chr11",34196484,34196484,"+",1.17051570436288e-07,1.25809663406962e-05,15.5432668774557
"chr11",34268771,34268771,"+",0,0,-34.0896735431617
"chr11",35062144,35062144,"+",1.54061558732543e-07,1.60563248207082e-05,17.2400024571534
"chr11",35083633,35083633,"+",0,0,23.8629899410336
"chr11",35111156,35111156,"+",0,0,15.0427357230317
"chr11",35253272,35253272,"+",0,0,16.8165379061125
"chr11",35312583,35312583,"+",0,0,17.1060305420613
"chr11",35329895,35329895,"+",1.72084568816899e-14,7.07313783025713e-12,-16.5616506247229
"chr11",35329899,35329899,"+",6.7612582199672e-14,2.56160494002833e-11,-16.6815822444962
"chr11",35329906,35329906,"+",2.44249065417534e-14,9.83884064242091e-12,-17.599861151814
"chr11",35329945,35329945,"+",1.37467814909087e-11,3.56828933453317e-09,-18.5017421602787
"chr11",35329995,35329995,"+",3.47266538858193e-08,4.30234611708419e-06,-18.3736875937433
"chr11",35367133,35367133,"+",1.20230290355794e-05,0.000700884034405154,-15.2276042196669
"chr11",36054712,36054712,"+",3.44165759225135e-08,4.26720562051347e-06,-16.5126596490273
"chr11",36153959,36153959,"+",0,0,-23.7334252075257
"chr11",36154073,36154073,"+",1.53110857326055e-12,4.70995484758436e-10,-24.4564660909929
"chr11",36279113,36279113,"+",0,0,-27.1249465134826
"chr11",38433244,38433244,"+",0,0,-18.3076454197144
"chr11",42035660,42035660,"+",5.05212871537708e-10,9.59101482666005e-08,-18.6350624069621
"chr11",43989020,43989020,"+",3.29736238313671e-14,1.30490287784687e-11,22.1911579647173
"chr11",44018822,44018822,"+",0,0,17.2598257222403
"chr11",44100845,44100845,"+",0,0,-27.5040650168068
"chr11",44613658,44613658,"+",8.08148040709611e-08,9.06724366856906e-06,-15.8314503181305
"chr11",44613664,44613664,"+",2.96537372435068e-09,4.7248501244122e-07,-16.9878270847365
"chr11",44613887,44613887,"+",2.94708479842143e-10,5.87181083753426e-08,-15.6111244933454
"chr11",44614320,44614320,"+",5.65063668533927e-06,0.000367262027452596,-16.0377358490566
"chr11",44802634,44802634,"+",1.20059517882964e-12,3.75244153828496e-10,-16.4689928756477
"chr11",44928134,44928134,"+",2.97267749305163e-08,3.74373057318105e-06,19.8773849162306
"chr11",44929837,44929837,"+",0,0,23.2617466110076
"chr11",44966437,44966437,"+",6.1862652223077e-08,7.1698527091195e-06,-15.9192874993511
"chr11",44968755,44968755,"+",1.35447209004269e-14,5.65769667538267e-12,-16.5075728044572
"chr11",44978623,44978623,"+",1.76775469240553e-06,0.000135075511276992,19.1762107942211
"chr11",44978815,44978815,"+",6.11787158044663e-07,5.37492359389983e-05,17.1601208459214
"chr11",44978817,44978817,"+",1.17446305467617e-05,0.000686832334630518,15.7445379763532
"chr11",44978837,44978837,"+",9.68678219070984e-06,0.000582686700499755,15.0110987791343
"chr11",45011758,45011758,"+",1.18619533084896e-08,1.64654826674611e-06,16.6557317295426
"chr11",45076639,45076639,"+",1.90181204118289e-13,6.72799075386397e-11,21.531735328664
"chr11",45113625,45113625,"+",6.33941415717487e-05,0.00282619067858329,-15.4535650513587
"chr11",45396211,45396211,"+",2.9537979728822e-08,3.7225360397985e-06,15.8307210031348
"chr11",45871818,45871818,"+",6.32008984682297e-05,0.00281911426984897,-17.3089720221046
"chr11",45871854,45871854,"+",2.29999989886931e-06,0.000169752974825728,-17.4496027919364
"chr11",46400983,46400983,"+",3.70024705081962e-05,0.0018090788600742,-16.1254594462142
"chr11",46897445,46897445,"+",0,0,18.7334850848429
"chr11",47213116,47213116,"+",0,0,-21.5681414835181
"chr11",47276298,47276298,"+",9.86944474398177e-05,0.00407256747175998,-17.7107866227037
"chr11",47282024,47282024,"+",0,0,25.1593631192293
"chr11",47306584,47306584,"+",0,0,18.3507748613256
"chr11",47428694,47428694,"+",7.30603617604686e-08,8.29362367178995e-06,-15.731476423178
"chr11",47609493,47609493,"+",3.06426990425157e-05,0.00154518611750134,-15.8313001871284
"chr11",48009653,48009653,"+",1.87255544403797e-10,3.87742805520895e-08,-15.9534176131974
"chr11",48053503,48053503,"+",1.4432899320127e-14,6.00451969894949e-12,-15.8393007986484
"chr11",48053509,48053509,"+",4.44089209850063e-16,2.23710827161245e-13,-15.1955592716462
"chr11",48053664,48053664,"+",1.70793429929983e-05,0.000943358833176485,-16.5634990816951
"chr11",48066361,48066361,"+",1.94410013487634e-06,0.000146869815254508,-18.3857808857809
"chr11",48066368,48066368,"+",4.51050474481463e-06,0.000302960273074237,-18.2226311973677
"chr11",49070097,49070097,"+",1.44370282395556e-09,2.47355249690833e-07,-17.9144035076238
"chr11",49863812,49863812,"+",1.61489718419894e-06,0.000124924291275241,-16.9769167069215
"chr11",51263990,51263990,"+",2.22044604925031e-16,1.15521162270675e-13,-15.627413875148
"chr11",51268998,51268998,"+",7.3600606353974e-06,0.000461366654112369,-15.7583281605628
"chr11",55355027,55355027,"+",1.14626677386598e-05,0.000672672034778207,-16.5220244442622
"chr11",56549772,56549772,"+",4.28511753858274e-08,5.18011686233141e-06,-15.6248507997135
"chr11",57337044,57337044,"+",0.00027430570398046,0.00932964588614603,-16.382604073225
"chr11",58377380,58377380,"+",1.21620935544797e-10,2.61819617947289e-08,-15.2593743614023
"chr11",59822739,59822739,"+",0,0,-16.0099816128185
"chr11",60779822,60779822,"+",3.62079209986765e-05,0.001775761346952,-15.5105384911965
"chr11",61110054,61110054,"+",0.000220805443137628,0.00783216813262298,-15.1800388465561
"chr11",61110081,61110081,"+",2.28669234769718e-07,2.27279630690426e-05,-18.3041176874957
"chr11",61656116,61656116,"+",0,0,20.3456038687622
"chr11",61762933,61762933,"+",6.30467178464045e-09,9.32393615253951e-07,-20.9518572214168
"chr11",62158885,62158885,"+",0,0,-21.3160302386194
"chr11",62752289,62752289,"+",0,0,-21.5081100320334
"chr11",62978831,62978831,"+",7.07889302731246e-12,1.94139144326377e-09,28.4320175438597
"chr11",63044978,63044978,"+",0,0,-19.7517777000641
"chr11",63437776,63437776,"+",1.61694535538714e-08,2.17102603712969e-06,-16.0501240459523
"chr11",63596640,63596640,"+",2.06054764362307e-07,2.07399605113826e-05,15.5290669753352
"chr11",63708431,63708431,"+",5.56432677711882e-10,1.04723606686372e-07,-15.5048957118446
"chr11",63884027,63884027,"+",1.20282968030239e-08,1.66700980081998e-06,15.9697273404775
"chr11",63988102,63988102,"+",1.22914918465611e-07,1.31430959213413e-05,18.8335908776043
"chr11",64108991,64108991,"+",2.43754995810086e-06,0.000178508153982845,-15.3649016096789
"chr11",64163287,64163287,"+",6.27286000920435e-11,1.43053007201908e-08,-16.533588910328
"chr11",64301968,64301968,"+",3.49720585823832e-10,6.86430974625627e-08,-17.5280045753954
"chr11",64358265,64358265,"+",0,0,21.7617625064113
"chr11",64358311,64358311,"+",3.16224824103983e-12,9.22922124548539e-10,-16.9788916362824
"chr11",64387931,64387931,"+",2.66247024427457e-11,6.5339101950087e-09,-18.4542124542125
"chr11",64418899,64418899,"+",0,0,-20.4236341836221
"chr11",64621469,64621469,"+",0,0,-22.9795898341674
"chr11",64636620,64636620,"+",1.42479938958218e-09,2.44505790798624e-07,15.6994826938299
"chr11",64636639,64636639,"+",1.64925839651886e-09,2.79068255171772e-07,15.6350116927167
"chr11",64636738,64636738,"+",6.77105303303893e-06,0.000429841617936285,18.3722885488482
"chr11",64827087,64827087,"+",5.55111512312578e-16,2.77330253705697e-13,15.5038251582376
"chr11",65161129,65161129,"+",0,0,-24.102464896584
"chr11",65315203,65315203,"+",3.40391217679148e-06,0.000238072895419379,17.2124380847551
"chr11",65379874,65379874,"+",2.1538326677728e-14,8.74274228050674e-12,-16.7258133187835
"chr11",65639637,65639637,"+",8.67712332275339e-06,0.000530733283520381,-18.0282015718909
"chr11",65736735,65736735,"+",9.18455342890923e-08,1.01504139454265e-05,-15.4371802948597
"chr11",66362884,66362884,"+",3.74976396710913e-07,3.50580277366158e-05,17.8687808341374
"chr11",67049488,67049488,"+",1.61518417801654e-05,0.000900190418145416,-19.1761063814817
"chr11",67051768,67051768,"+",5.96750615589059e-09,8.88045670146461e-07,-15.4992681736868
"chr11",67052656,67052656,"+",1.9796814254569e-07,2.00092102322646e-05,-17.086427989757
"chr11",67052829,67052829,"+",9.01882653724373e-05,0.00377965316203914,-16.3777089783282
"chr11",67052856,67052856,"+",9.62300896734103e-06,0.000579618653319721,-16.7970447631465
"chr11",67052864,67052864,"+",2.16895093330116e-07,2.1694239873095e-05,-16.6347240650646
"chr11",67052900,67052900,"+",1.45356874237113e-06,0.00011406238091025,-16.0159834589785
"chr11",67052932,67052932,"+",4.98012092675637e-08,5.91711481829848e-06,-16.1997822075288
"chr11",67052985,67052985,"+",3.06199510191618e-13,1.04665462359657e-10,-15.2062052142095
"chr11",67203719,67203719,"+",1.07524386794289e-06,8.79453695510793e-05,18.2396327237149
"chr11",67349320,67349320,"+",1.26898491714655e-13,4.60764407228179e-11,-16.9373049080162
"chr11",67441472,67441472,"+",0,0,-15.3973140757633
"chr11",67463476,67463476,"+",0,0,16.1913714957193
"chr11",67494411,67494411,"+",0,0,21.5727057106367
"chr11",67494424,67494424,"+",0,0,-35.2892984860748
"chr11",67955196,67955196,"+",0,0,20.5693250458697
"chr11",68170832,68170832,"+",0,0,21.6243279238396
"chr11",68530257,68530257,"+",0,0,-15.4896809540965
"chr11",68596939,68596939,"+",2.87153050450017e-05,0.00146385059111826,-17.8701825557809
"chr11",68699774,68699774,"+",1.52426959942886e-11,3.9243293130264e-09,20.5627705627706
"chr11",68701118,68701118,"+",0,0,25.231398649777
"chr11",68823765,68823765,"+",2.27012837306084e-07,2.2586512198994e-05,15.0398839738941
"chr11",68980875,68980875,"+",0,0,-29.5728091154796
"chr11",69411310,69411310,"+",0,0,33.1421981612583
"chr11",69414614,69414614,"+",3.22327164958836e-10,6.37356945089793e-08,-15.1572172338102
"chr11",69414626,69414626,"+",4.01960686957636e-11,9.5124729297991e-09,-16.4953632957233
"chr11",69813299,69813299,"+",0,0,21.2744133347205
"chr11",69813303,69813303,"+",0,0,17.8353872929925
"chr11",69813340,69813340,"+",0,0,21.3389978759023
"chr11",69821277,69821277,"+",7.69533211959494e-05,0.00331834172762495,-15.0132625994695
"chr11",69827484,69827484,"+",0,0,25.1452858010235
"chr11",69862715,69862715,"+",0,0,18.3496026167301
"chr11",69921329,69921329,"+",1.11022302462516e-16,5.91807495522432e-14,-15.1894032075094
"chr11",69931222,69931222,"+",4.44089209850063e-16,2.23710827161245e-13,22.2799343903772
"chr11",69949327,69949327,"+",9.38826794083525e-12,2.51051287397096e-09,-16.78435860446
"chr11",70023220,70023220,"+",1.11022302462516e-16,5.91807495522432e-14,-16.3517978620019
"chr11",70045921,70045921,"+",0.000144380111102516,0.00556502358987805,17.0265608830631
"chr11",70417484,70417484,"+",2.77555756156289e-15,1.27686098598466e-12,-20.8266991997684
"chr11",70424458,70424458,"+",5.35504973697698e-12,1.49660002816458e-09,-25.5508870214753
"chr11",70424607,70424607,"+",1.35964794978349e-10,2.89501951289514e-08,-20.6755977708842
"chr11",70444152,70444152,"+",2.66738894744156e-05,0.00137547168860084,-17.9332386363636
"chr11",71076904,71076904,"+",0,0,19.6722370040675
"chr11",71103227,71103227,"+",1.65929271322973e-07,1.71551164522124e-05,-15.4661643026005
"chr11",71114062,71114062,"+",0,0,15.0398936170213
"chr11",71188288,71188288,"+",0,0,18.6850758146938
"chr11",71191734,71191734,"+",2.01017980039353e-10,4.13733565586188e-08,15.7295682088484
"chr11",71301110,71301110,"+",2.22044604925031e-16,1.15521162270675e-13,15.5082209998187
"chr11",71521070,71521070,"+",0,0,17.0187500142625
"chr11",71597722,71597722,"+",0,0,19.8781622810728
"chr11",71601104,71601104,"+",0,0,-16.1882757190675
"chr11",71619528,71619528,"+",3.19104742629861e-11,7.70700950238051e-09,16.1859460918261
"chr11",71621313,71621313,"+",0,0,21.6405063291139
"chr11",71648168,71648168,"+",0,0,24.3584311018514
"chr11",71870631,71870631,"+",0,0,18.2125861211734
"chr11",72336078,72336078,"+",5.60914124925205e-07,4.98328077801033e-05,-15.8296066964798
"chr11",72533487,72533487,"+",4.95024025104485e-06,0.000328104080727945,16.568072489745
"chr11",72641243,72641243,"+",7.57671703155438e-12,2.06544120107919e-09,-16.3003411406461
"chr11",72641295,72641295,"+",3.43557031712294e-08,4.26074924930025e-06,-15.4189512270388
"chr11",72927001,72927001,"+",1.1491918527895e-12,3.60181575031098e-10,-15.2867061074441
"chr11",73116210,73116210,"+",0,0,-17.6282630976066
"chr11",73116258,73116258,"+",1.62980740014973e-13,5.82244841204718e-11,-15.166793518186
"chr11",73116329,73116329,"+",9.81449366221909e-11,2.15188349493383e-08,-16.2048886391854
"chr11",73371910,73371910,"+",5.28344683892179e-07,4.73242307721289e-05,-16.9883126290638
"chr11",73371940,73371940,"+",1.48352197193447e-09,2.53579414263956e-07,-19.3575229602844
"chr11",74181766,74181766,"+",0,0,21.3461441050649
"chr11",74208213,74208213,"+",0,0,-21.129820885097
"chr11",74242311,74242311,"+",1.42290454308025e-07,1.49626587840665e-05,16.5094364303242
"chr11",74242463,74242463,"+",0,0,25.7065911309965
"chr11",75020595,75020595,"+",0,0,18.2582780493532
"chr11",75139467,75139467,"+",4.44089209850063e-16,2.23710827161245e-13,-15.3063647315376
"chr11",75139624,75139624,"+",3.10862446895044e-15,1.41929630389318e-12,-17.0175631817131
"chr11",75139637,75139637,"+",5.30686605770825e-14,2.04309264058506e-11,-15.8735564745782
"chr11",75547632,75547632,"+",0,0,-15.3666335686573
"chr11",75905799,75905799,"+",0,0,26.9023756495917
"chr11",75914346,75914346,"+",0,0,17.7813021867805
"chr11",76308040,76308040,"+",1.7805068530663e-10,3.70239619385523e-08,-15.6413828035963
"chr11",76503189,76503189,"+",5.19167845380863e-08,6.13860040953781e-06,-17.6184077930803
"chr11",76797361,76797361,"+",9.12556776520024e-05,0.00381656877162725,18.0992736077482
"chr11",76847912,76847912,"+",6.91933680616597e-05,0.00304081728629186,18.9416461394717
"chr11",77113397,77113397,"+",5.2817312922504e-05,0.00243418952807724,-15.4047399199754
"chr11",77113405,77113405,"+",2.36785920814109e-05,0.00124476724716893,-16.8456675042555
